START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
02/22/24,12:10 PM,03:10 PM,Dodgers at Padres,Peoria Stadium - Peoria,"Local TV: ESPN- SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",02/22/24,02/22/24,03:10 PM,06:10 PM,FALSE,TRUE,02/22/24,11:10 AM,02:10 PM,FREE,BUSY
02/23/24,01:08 PM,03:08 PM,Padres at Dodgers,Camelback Ranch - Glendale,"Local TV: SportsNet LA- ESPN ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",02/23/24,02/23/24,04:08 PM,06:08 PM,FALSE,TRUE,02/23/24,12:08 PM,02:08 PM,FREE,BUSY
02/24/24,12:10 PM,03:10 PM,Dodgers at Angels,Tempe Diablo Stadium - Tempe,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",02/24/24,02/24/24,03:10 PM,06:10 PM,FALSE,TRUE,02/24/24,11:10 AM,02:10 PM,FREE,BUSY
02/25/24,01:05 PM,03:05 PM,Athletics at Dodgers,Camelback Ranch - Glendale,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570",02/25/24,02/25/24,04:05 PM,06:05 PM,FALSE,TRUE,02/25/24,12:05 PM,02:05 PM,FREE,BUSY
02/26/24,12:10 PM,03:10 PM,Dodgers at Rockies,Salt River Fields at Talking Stick - Scottsdale,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570",02/26/24,02/26/24,03:10 PM,06:10 PM,FALSE,TRUE,02/26/24,11:10 AM,02:10 PM,FREE,BUSY
02/27/24,01:05 PM,03:05 PM,White Sox at Dodgers,Camelback Ranch - Glendale,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570",02/27/24,02/27/24,04:05 PM,06:05 PM,FALSE,TRUE,02/27/24,12:05 PM,02:05 PM,FREE,BUSY
02/28/24,12:05 PM,03:05 PM,Dodgers at Rangers,Surprise Stadium - Surprise,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570",02/28/24,02/28/24,03:05 PM,06:05 PM,FALSE,TRUE,02/28/24,11:05 AM,02:05 PM,FREE,BUSY
02/29/24,05:05 PM,08:05 PM,Dodgers at Reds,Goodyear Ballpark - Goodyear,"Local TV: SportsNet LA",02/29/24,02/29/24,08:05 PM,11:05 PM,FALSE,TRUE,02/29/24,04:05 PM,07:05 PM,FREE,BUSY
03/01/24,06:05 PM,08:05 PM,Guardians at Dodgers,Camelback Ranch - Glendale,"Local TV: SportsNet LA- MLBN (out-of-market only)",03/01/24,03/01/24,09:05 PM,11:05 PM,FALSE,TRUE,03/01/24,05:05 PM,07:05 PM,FREE,BUSY
03/02/24,12:10 PM,03:10 PM,Dodgers at Brewers,American Family Fields of Phoenix - Phoenix,"",03/02/24,03/02/24,03:10 PM,06:10 PM,FALSE,TRUE,03/02/24,11:10 AM,02:10 PM,FREE,BUSY
03/02/24,01:05 PM,03:05 PM,Cubs at Dodgers,Camelback Ranch - Glendale,"Local TV: SportsNet LA",03/02/24,03/02/24,04:05 PM,06:05 PM,FALSE,TRUE,03/02/24,12:05 PM,02:05 PM,FREE,BUSY
03/03/24,01:05 PM,03:05 PM,Rockies at Dodgers,Camelback Ranch - Glendale,"Local TV: SportsNet LA",03/03/24,03/03/24,04:05 PM,06:05 PM,FALSE,TRUE,03/03/24,12:05 PM,02:05 PM,FREE,BUSY
03/05/24,06:05 PM,08:05 PM,Angels at Dodgers,Camelback Ranch - Glendale,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570",03/05/24,03/05/24,09:05 PM,11:05 PM,FALSE,TRUE,03/05/24,05:05 PM,07:05 PM,FREE,BUSY
03/06/24,12:05 PM,03:05 PM,Dodgers at White Sox,Camelback Ranch - Glendale,"Local TV: SportsNet LA",03/06/24,03/06/24,03:05 PM,06:05 PM,FALSE,TRUE,03/06/24,11:05 AM,02:05 PM,FREE,BUSY
03/09/24,01:05 PM,03:05 PM,Rangers at Dodgers,Camelback Ranch - Glendale,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570",03/09/24,03/09/24,04:05 PM,06:05 PM,FALSE,TRUE,03/09/24,12:05 PM,02:05 PM,FREE,BUSY
03/10/24,01:05 PM,04:05 PM,D-backs at Dodgers,Camelback Ranch - Glendale,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570",03/10/24,03/10/24,04:05 PM,07:05 PM,FALSE,TRUE,03/10/24,12:05 PM,03:05 PM,FREE,BUSY
03/11/24,01:05 PM,04:05 PM,Dodgers at Guardians,Goodyear Ballpark - Goodyear,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570",03/11/24,03/11/24,04:05 PM,07:05 PM,FALSE,TRUE,03/11/24,12:05 PM,03:05 PM,FREE,BUSY
03/12/24,01:05 PM,04:05 PM,Giants at Dodgers,Camelback Ranch - Glendale,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570",03/12/24,03/12/24,04:05 PM,07:05 PM,FALSE,TRUE,03/12/24,12:05 PM,03:05 PM,FREE,BUSY
03/13/24,01:05 PM,04:05 PM,Mariners at Dodgers,Camelback Ranch - Glendale,"Local TV: SportsNet LA",03/13/24,03/13/24,04:05 PM,07:05 PM,FALSE,TRUE,03/13/24,12:05 PM,03:05 PM,FREE,BUSY
03/16/24,08:00 PM,11:00 PM,Dodgers at Kiwoom Heroes,Gocheok Sky Dome - Seoul,"Local TV: SportsNet LA",03/16/24,03/17/24,11:00 PM,02:00 AM,FALSE,TRUE,03/16/24,07:00 PM,10:00 PM,FREE,BUSY
03/18/24,07:00 PM,06:00 AM,Korea at Dodgers,Gocheok Sky Dome - Seoul,"Local TV: SportsNet LA",03/18/24,03/18/24,10:00 PM,09:00 AM,FALSE,TRUE,03/18/24,06:00 PM,05:00 AM,FREE,BUSY
03/20/24,03:05 AM,06:05 AM,Dodgers at Padres,Gocheok Sky Dome - Seoul,"Local TV: SportsNet LA- ESPN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",03/20/24,03/20/24,06:05 AM,09:05 AM,FALSE,TRUE,03/20/24,02:05 AM,05:05 AM,FREE,BUSY
03/21/24,07:05 PM,06:05 AM,Padres at Dodgers,Gocheok Sky Dome - Seoul,"Local TV: SportsNet LA- ESPN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",03/21/24,03/21/24,10:05 PM,09:05 AM,FALSE,TRUE,03/21/24,06:05 PM,05:05 AM,FREE,BUSY
03/24/24,04:10 PM,07:10 PM,Angels at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",03/24/24,03/24/24,07:10 PM,10:10 PM,FALSE,TRUE,03/24/24,03:10 PM,06:10 PM,FREE,BUSY
03/25/24,06:10 PM,09:10 PM,Angels at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",03/25/24,03/26/24,09:10 PM,12:10 AM,FALSE,TRUE,03/25/24,05:10 PM,08:10 PM,FREE,BUSY
03/26/24,06:07 PM,09:07 PM,Dodgers at Angels,Angel Stadium - Anaheim,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",03/26/24,03/27/24,09:07 PM,12:07 AM,FALSE,TRUE,03/26/24,05:07 PM,08:07 PM,FREE,BUSY
03/28/24,01:10 PM,04:10 PM,Cardinals at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",03/28/24,03/28/24,04:10 PM,07:10 PM,FALSE,TRUE,03/28/24,12:10 PM,03:10 PM,FREE,BUSY
03/29/24,07:10 PM,10:10 PM,Cardinals at Dodgers,Dodger Stadium - Los Angeles,"Local TV: Apple TV+ ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",03/29/24,03/30/24,10:10 PM,01:10 AM,FALSE,TRUE,03/29/24,06:10 PM,09:10 PM,FREE,BUSY
03/30/24,06:10 PM,09:10 PM,Cardinals at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",03/30/24,03/31/24,09:10 PM,12:10 AM,FALSE,TRUE,03/30/24,05:10 PM,08:10 PM,FREE,BUSY
03/31/24,04:10 PM,07:10 PM,Cardinals at Dodgers,Dodger Stadium - Los Angeles,"Local TV: ESPN ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",03/31/24,03/31/24,07:10 PM,10:10 PM,FALSE,TRUE,03/31/24,03:10 PM,06:10 PM,FREE,BUSY
04/01/24,07:10 PM,10:10 PM,Giants at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/01/24,04/02/24,10:10 PM,01:10 AM,FALSE,TRUE,04/01/24,06:10 PM,09:10 PM,FREE,BUSY
04/02/24,07:10 PM,10:10 PM,Giants at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- TBS (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/02/24,04/03/24,10:10 PM,01:10 AM,FALSE,TRUE,04/02/24,06:10 PM,09:10 PM,FREE,BUSY
04/03/24,07:10 PM,10:10 PM,Giants at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/03/24,04/04/24,10:10 PM,01:10 AM,FALSE,TRUE,04/03/24,06:10 PM,09:10 PM,FREE,BUSY
04/05/24,11:20 AM,02:20 PM,Dodgers at Cubs,Wrigley Field - Chicago,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/05/24,04/05/24,02:20 PM,05:20 PM,FALSE,TRUE,04/05/24,10:20 AM,01:20 PM,FREE,BUSY
04/06/24,01:05 PM,04:05 PM,Dodgers at Cubs,Wrigley Field - Chicago,"Local TV: SportsNet LA- FS1 ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/06/24,04/06/24,04:05 PM,07:05 PM,FALSE,TRUE,04/06/24,12:05 PM,03:05 PM,FREE,BUSY
04/07/24,11:20 AM,02:20 PM,Dodgers at Cubs,Wrigley Field - Chicago,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/07/24,04/07/24,02:20 PM,05:20 PM,FALSE,TRUE,04/07/24,10:20 AM,01:20 PM,FREE,BUSY
04/08/24,04:40 PM,07:40 PM,Dodgers at Twins,Target Field - Minneapolis,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/08/24,04/08/24,07:40 PM,10:40 PM,FALSE,TRUE,04/08/24,03:40 PM,06:40 PM,FREE,BUSY
04/09/24,04:40 PM,07:40 PM,Dodgers at Twins,Target Field - Minneapolis,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/09/24,04/09/24,07:40 PM,10:40 PM,FALSE,TRUE,04/09/24,03:40 PM,06:40 PM,FREE,BUSY
04/10/24,10:10 AM,01:10 PM,Dodgers at Twins,Target Field - Minneapolis,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/10/24,04/10/24,01:10 PM,04:10 PM,FALSE,TRUE,04/10/24,09:10 AM,12:10 PM,FREE,BUSY
04/12/24,07:10 PM,10:10 PM,Padres at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/12/24,04/13/24,10:10 PM,01:10 AM,FALSE,TRUE,04/12/24,06:10 PM,09:10 PM,FREE,BUSY
04/13/24,06:10 PM,09:10 PM,Padres at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/13/24,04/14/24,09:10 PM,12:10 AM,FALSE,TRUE,04/13/24,05:10 PM,08:10 PM,FREE,BUSY
04/14/24,04:10 PM,07:10 PM,Padres at Dodgers,Dodger Stadium - Los Angeles,"Local TV: ESPN ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/14/24,04/14/24,07:10 PM,10:10 PM,FALSE,TRUE,04/14/24,03:10 PM,06:10 PM,FREE,BUSY
04/15/24,07:10 PM,10:10 PM,Nationals at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/15/24,04/16/24,10:10 PM,01:10 AM,FALSE,TRUE,04/15/24,06:10 PM,09:10 PM,FREE,BUSY
04/16/24,07:10 PM,10:10 PM,Nationals at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/16/24,04/17/24,10:10 PM,01:10 AM,FALSE,TRUE,04/16/24,06:10 PM,09:10 PM,FREE,BUSY
04/17/24,12:10 PM,03:10 PM,Nationals at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/17/24,04/17/24,03:10 PM,06:10 PM,FALSE,TRUE,04/17/24,11:10 AM,02:10 PM,FREE,BUSY
04/19/24,07:10 PM,10:10 PM,Mets at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/19/24,04/20/24,10:10 PM,01:10 AM,FALSE,TRUE,04/19/24,06:10 PM,09:10 PM,FREE,BUSY
04/20/24,01:05 PM,04:05 PM,Mets at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- FS1 ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/20/24,04/20/24,04:05 PM,07:05 PM,FALSE,TRUE,04/20/24,12:05 PM,03:05 PM,FREE,BUSY
04/21/24,01:10 PM,04:10 PM,Mets at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/21/24,04/21/24,04:10 PM,07:10 PM,FALSE,TRUE,04/21/24,12:10 PM,03:10 PM,FREE,BUSY
04/23/24,03:45 PM,06:45 PM,Dodgers at Nationals,Nationals Park - Washington,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/23/24,04/23/24,06:45 PM,09:45 PM,FALSE,TRUE,04/23/24,02:45 PM,05:45 PM,FREE,BUSY
04/24/24,03:45 PM,06:45 PM,Dodgers at Nationals,Nationals Park - Washington,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/24/24,04/24/24,06:45 PM,09:45 PM,FALSE,TRUE,04/24/24,02:45 PM,05:45 PM,FREE,BUSY
04/25/24,01:05 PM,04:05 PM,Dodgers at Nationals,Nationals Park - Washington,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/25/24,04/25/24,04:05 PM,07:05 PM,FALSE,TRUE,04/25/24,12:05 PM,03:05 PM,FREE,BUSY
04/26/24,04:07 PM,07:07 PM,Dodgers at Blue Jays,Rogers Centre - Toronto,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/26/24,04/26/24,07:07 PM,10:07 PM,FALSE,TRUE,04/26/24,03:07 PM,06:07 PM,FREE,BUSY
04/27/24,12:07 PM,03:07 PM,Dodgers at Blue Jays,Rogers Centre - Toronto,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/27/24,04/27/24,03:07 PM,06:07 PM,FALSE,TRUE,04/27/24,11:07 AM,02:07 PM,FREE,BUSY
04/28/24,10:37 AM,01:37 PM,Dodgers at Blue Jays,Rogers Centre - Toronto,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/28/24,04/28/24,01:37 PM,04:37 PM,FALSE,TRUE,04/28/24,09:37 AM,12:37 PM,FREE,BUSY
04/29/24,06:40 PM,09:40 PM,Dodgers at D-backs,Chase Field - Phoenix,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/29/24,04/30/24,09:40 PM,12:40 AM,FALSE,TRUE,04/29/24,05:40 PM,08:40 PM,FREE,BUSY
04/30/24,06:40 PM,09:40 PM,Dodgers at D-backs,Chase Field - Phoenix,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",04/30/24,05/01/24,09:40 PM,12:40 AM,FALSE,TRUE,04/30/24,05:40 PM,08:40 PM,FREE,BUSY
05/01/24,06:40 PM,09:40 PM,Dodgers at D-backs,Chase Field - Phoenix,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",05/01/24,05/02/24,09:40 PM,12:40 AM,FALSE,TRUE,05/01/24,05:40 PM,08:40 PM,FREE,BUSY
05/03/24,07:10 PM,10:10 PM,Braves at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",05/03/24,05/04/24,10:10 PM,01:10 AM,FALSE,TRUE,05/03/24,06:10 PM,09:10 PM,FREE,BUSY
05/04/24,06:10 PM,09:10 PM,Braves at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",05/04/24,05/05/24,09:10 PM,12:10 AM,FALSE,TRUE,05/04/24,05:10 PM,08:10 PM,FREE,BUSY
05/05/24,01:10 PM,04:10 PM,Braves at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",05/05/24,05/05/24,04:10 PM,07:10 PM,FALSE,TRUE,05/05/24,12:10 PM,03:10 PM,FREE,BUSY
05/06/24,07:10 PM,10:10 PM,Marlins at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",05/06/24,05/07/24,10:10 PM,01:10 AM,FALSE,TRUE,05/06/24,06:10 PM,09:10 PM,FREE,BUSY
05/07/24,07:10 PM,10:10 PM,Marlins at Dodgers,Dodger Stadium - Los Angeles,"Local TV: SportsNet LA- MLBN (out-of-market only) ----- Local Radio: Dodgers Radio AM570- KTNQ 1020",05/07/24,05/08/24,10:10 PM,01:10 AM,FALSE,TRUE,05/07/24,06:10 PM,09:10 PM,FREE,BUSY
